MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
160,RM,3.091042453358316,7.427144133408616,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,"(5.0, 6.0]","(0.999, 5.0]",1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,6.405228458030842,TA,TA,CBlock,TA,TA,No,ALQ,5.883322388488279,Unf,0.0,125,483,GasA,TA,Y,SBrkr,6.182084906716632,504,No Feature,6.895682697747868,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]",TA,"(1.999, 5.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Detchd,1971.0,Unf,1,264,TA,TA,Y,0.0,0.0,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,8,2008,WD,Normal,11.402005077384885
20,RL,4.189654742026425,9.07954808172616,Pave,NoAlley,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,"(6.0, 7.0]","(0.999, 5.0]",2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,4.59511985013459,Gd,TA,PConc,Gd,TA,Av,GLQ,3.2188758248682006,Unf,0.0,1390,1414,GasA,Ex,Y,SBrkr,7.254884810077338,0,No Feature,7.254884810077338,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",Gd,"(5.0, 6.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Attchd,2004.0,RFn,2,494,TA,TA,Y,4.890349128221754,4.663439094112067,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,5,2010,WD,Normal,12.130815551850676
60,RL,4.209655408733095,9.154193211353181,Pave,NoAlley,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,"(6.0, 7.0]","(5.0, 7.0]",1993,2003,Gable,CompShg,HdBoard,HdBoard,,0.0,Gd,TA,PConc,Gd,TA,No,BLQ,5.998936561946683,Unf,0.0,594,996,GasA,Ex,Y,SBrkr,6.922643891475888,730,No Feature,7.4645098346365275,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",Gd,"(6.0, 7.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Attchd,1993.0,RFn,2,457,TA,TA,Y,5.916202062607435,4.2626798770413155,0.0,Has Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,2,2010,WD,Normal,12.178192583415596
20,RL,4.543294782270004,9.395241931033524,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,"(7.0, 10.0]","(0.999, 5.0]",2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,5.541263545158426,Ex,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1694,1694,GasA,Ex,Y,SBrkr,7.43543801981455,0,No Feature,7.43543801981455,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",Gd,"(6.0, 7.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Attchd,2007.0,Fin,3,818,TA,TA,Y,5.1298987149230735,5.43372200355424,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,12,2007,New,Partial,12.669809806411457
50,RL,3.970291913552122,9.07589427542326,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,"(5.0, 6.0]","(0.999, 5.0]",1945,1950,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,TA,Fa,No,LwQ,4.553876891600541,Unf,0.0,641,735,GasA,TA,Y,FuseA,6.683360945766275,689,No Feature,7.305188215393037,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",TA,"(6.0, 7.0]",Typ,"(-0.001, 1.0]",Gd,Detchd,1949.0,Unf,1,220,TA,TA,Y,0.0,4.948759890378168,0.0,No Feature,0.0,No Feature,NoPool,MnPrv,NoFeature,No Feature,4,2010,WD,Normal,11.635151947212842
20,FV,4.330733340286331,9.105090961257085,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,"(7.0, 10.0]","(0.999, 5.0]",2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,3.6109179126442243,Gd,TA,PConc,Gd,TA,Av,GLQ,6.983789965258135,Unf,0.0,488,1566,GasA,Ex,Y,SBrkr,7.356918242356021,0,No Feature,7.356918242356021,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",Gd,"(6.0, 7.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Attchd,2008.0,RFn,2,750,TA,TA,Y,4.976733742420574,5.1298987149230735,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,4,2010,WD,Normal,12.47801017053037
30,RM,3.713572066704308,8.263848131368906,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,"(0.999, 5.0]","(7.0, 9.0]",1945,1997,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,5.799092654460526,Unf,0.0,357,686,GasA,Gd,Y,SBrkr,6.7650389767805414,0,No Feature,6.7650389767805414,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]",Gd,"(1.999, 5.0]",Typ,"(-0.001, 1.0]",NoFirePlace,NoGarage,NoGarage,NoGarage,0,0,NoGarage,NoGarage,Y,4.07753744390572,3.7612001156935624,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,8,2007,WD,Normal,11.612779849672751
50,RM,4.1588830833596715,8.517393171418904,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,"(0.999, 5.0]","(0.999, 5.0]",1900,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,540,540,GasA,Gd,N,FuseA,6.7912214627261855,551,No Feature,7.273092595999522,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",TA,"(5.0, 6.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Attchd,1940.0,Unf,1,352,Fa,TA,Y,0.0,0.0,4.356708826689592,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,4,2006,WD,Normal,11.277215789596893
160,RL,4.330733340286331,9.283869605264298,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,TwnhsE,2Story,"(5.0, 6.0]","(5.0, 7.0]",1980,1980,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,626,626,GasA,TA,Y,SBrkr,6.440946540632921,591,No Feature,7.1049654482698426,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",TA,"(5.0, 6.0]",Typ,"(-0.001, 1.0]",TA,Attchd,1980.0,RFn,1,288,TA,TA,Y,0.0,3.367295829986474,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,4,2009,WD,Normal,11.695255355062795
60,RL,4.236037007127317,9.091669442258505,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,"(6.0, 7.0]","(0.999, 5.0]",1994,2002,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,6.54534966033442,Unf,0.0,253,948,GasA,Ex,Y,SBrkr,7.109062135687172,888,No Feature,7.65491704784832,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",Gd,"(7.0, 8.0]",Typ,"(1.0, 3.0]",Fa,Attchd,1994.0,RFn,2,463,TA,TA,Y,0.0,4.875197323201151,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,5,2010,WD,Normal,12.230770136157428
20,RL,4.394449154672439,9.249657234353133,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,"(6.0, 7.0]","(0.999, 5.0]",1988,1988,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,4.634728988229636,TA,TA,CBlock,Gd,TA,Av,GLQ,6.835184586147301,Unf,0.0,916,1845,GasA,Gd,Y,SBrkr,7.5352967024440884,0,No Feature,7.5352967024440884,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",TA,"(5.0, 6.0]",Typ,"(-0.001, 1.0]",TA,Attchd,1988.0,Fin,2,604,TA,TA,Y,5.288267030694535,3.6888794541139363,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,6,2006,WD,Normal,12.394628892852941
190,RM,4.248495242049359,9.120743838164426,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,"(5.0, 6.0]","(7.0, 9.0]",1910,1950,Gable,CompShg,AsbShng,AsbShng,,0.0,TA,Fa,Stone,Fa,TA,No,Unf,0.0,Unf,0.0,1020,1020,GasA,Gd,N,FuseP,6.812345094177479,1020,No Feature,7.564757012905729,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(3.0, 8.0]","(1.0, 3.0]",Fa,"(8.0, 14.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Detchd,1910.0,Unf,1,440,Po,Po,Y,0.0,4.110873864173311,4.727387818712341,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,4,2006,WD,Normal,11.827743504053695
20,RL,4.330733340286331,9.33353098253138,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,"(5.0, 6.0]","(0.999, 5.0]",1954,1954,Hip,CompShg,Wd Sdng,BrkFace,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1367,1367,GasA,Ex,Y,SBrkr,7.226936018493289,0,No Feature,7.226936018493289,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]",TA,"(1.999, 5.0]",Typ,"(-0.001, 1.0]",TA,Attchd,1954.0,Unf,2,451,TA,TA,Y,0.0,3.4339872044851463,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,6,2006,WD,Normal,11.849404844423074
60,RL,4.290459441148391,9.334149657702469,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,"(6.0, 7.0]","(0.999, 5.0]",2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,4.624972813284271,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,840,840,GasA,Ex,Y,SBrkr,6.734591659972948,828,No Feature,7.419979923661835,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",Gd,"(7.0, 8.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Attchd,2003.0,RFn,2,500,TA,TA,Y,4.976733742420574,4.23410650459726,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,9,2007,WD,Normal,12.100717685412471
50,RL,4.771249436680623,11.976665770490767,Pave,NoAlley,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1.5Fin,"(5.0, 6.0]","(5.0, 7.0]",1958,2006,Gable,CompShg,Wd Sdng,HdBoard,BrkCmn,6.159095388491933,Gd,TA,CBlock,Gd,TA,Gd,Rec,6.548219102762372,Unf,0.0,747,1444,GasA,Gd,Y,SBrkr,7.275864600546533,700,No Feature,7.6708948313621175,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(3.0, 8.0]","(-0.001, 1.0]",Gd,"(6.0, 7.0]",Typ,"(1.0, 3.0]",TA,Attchd,1958.0,Fin,2,389,TA,TA,Y,0.0,4.59511985013459,0.0,No Feature,0.0,No Feature,NoPool,NoFence,Shed,Has Feature,6,2007,WD,Normal,12.531776395271262
30,RL,4.02535169073515,8.585038738311304,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,"(0.999, 5.0]","(0.999, 5.0]",1940,1966,Gable,CompShg,Wd Sdng,Plywood,,0.0,TA,Po,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,728,728,GasA,Ex,Y,SBrkr,7.175489713624222,0,No Feature,7.175489713624222,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",Fa,"(5.0, 6.0]",Mod,"(-0.001, 1.0]",NoFirePlace,NoGarage,NoGarage,NoGarage,0,0,NoGarage,NoGarage,Y,5.575949103146316,0.0,0.0,No Feature,0.0,No Feature,NoPool,GdWo,Shed,Has Feature,5,2010,WD,Normal,11.245059091624615
120,RM,3.8066624897703196,8.46611040118692,Pave,NoAlley,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,"(7.0, 10.0]","(0.999, 5.0]",2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,6.1779441140506,Gd,TA,PConc,Gd,TA,Gd,GLQ,7.3613754289773485,Unf,0.0,0,1573,GasA,Ex,Y,SBrkr,7.3938782901077555,0,No Feature,7.3938782901077555,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]",Gd,"(1.999, 5.0]",Typ,"(-0.001, 1.0]",Gd,Attchd,2006.0,Fin,2,538,TA,TA,Y,4.820281565605037,0.0,0.0,No Feature,5.0369526024136295,No Feature,NoPool,NoFence,NoFeature,No Feature,12,2007,WD,Family,12.367345048436391
60,RL,4.189654742026425,9.032050676295599,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,"(5.0, 6.0]","(0.999, 5.0]",2004,2004,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,798,798,GasA,Ex,Y,SBrkr,6.683360945766275,842,No Feature,7.403061091090091,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",Gd,"(5.0, 6.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Attchd,2004.0,RFn,2,520,TA,TA,Y,4.9344739331306915,3.828641396489095,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,12,2008,WD,Normal,12.06105265381003
80,RL,4.454347296253507,9.143238568435446,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,"(5.0, 6.0]","(5.0, 7.0]",1964,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,4.6913478822291435,TA,TA,CBlock,Gd,TA,Gd,LwQ,5.602118820879701,ALQ,6.364750756851911,452,1302,GasA,Ex,Y,SBrkr,7.172424577124845,0,No Feature,7.172424577124845,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",Gd,"(6.0, 7.0]",Min1,"(-0.001, 1.0]",NoFirePlace,Attchd,1964.0,RFn,1,309,TA,TA,Y,5.811140992976701,0.0,0.0,No Feature,0.0,No Feature,NoPool,MnPrv,NoFeature,No Feature,10,2007,CWD,Normal,11.970356641102999
20,RL,4.2626798770413155,9.036106025364846,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,"(0.999, 5.0]","(5.0, 7.0]",1957,1957,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,TA,TA,No,Rec,6.827629234502852,Unf,0.0,392,1314,GasA,TA,Y,SBrkr,7.181591944611865,0,No Feature,7.181591944611865,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",TA,"(1.999, 5.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Attchd,1957.0,RFn,1,294,TA,TA,Y,5.5254529391317835,0.0,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,6,2010,WD,Normal,11.884495917930655
60,RL,4.204692619390966,9.075551045627543,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,"(6.0, 7.0]","(0.999, 5.0]",1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.713732805509369,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,975,975,GasA,Ex,Y,SBrkr,6.913737350659685,1286,No Feature,7.73718007783463,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(3.0, 8.0]","(-0.001, 1.0]",Gd,"(7.0, 8.0]",Typ,"(-0.001, 1.0]",TA,BuiltIn,1999.0,Fin,2,429,TA,TA,Y,5.262690188904886,0.0,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,2,2006,WD,Normal,12.345838935721968
60,FV,4.174387269895637,9.081597496083457,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,"(5.0, 6.0]","(0.999, 5.0]",2003,2003,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Rec,6.222576268071369,Unf,0.0,361,864,GasA,Ex,Y,SBrkr,6.762729506931879,864,No Feature,7.455298485683291,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",Gd,"(6.0, 7.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Attchd,2003.0,RFn,2,673,TA,TA,Y,5.37989735354046,4.04305126783455,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,5,2008,WD,Normal,12.242891437918386
20,RL,4.23410650459726,9.08421009483197,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,"(6.0, 7.0]","(0.999, 5.0]",2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,5.198497031265826,Gd,TA,PConc,Gd,TA,No,GLQ,7.19668657083435,Unf,0.0,270,1604,GasA,Ex,Y,SBrkr,7.380879035564116,0,No Feature,7.380879035564116,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",Gd,"(7.0, 8.0]",Typ,"(-0.001, 1.0]",Gd,Attchd,2006.0,RFn,2,660,TA,TA,Y,4.820281565605037,4.709530201312334,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,3,2009,WD,Abnorml,12.301387370778713
60,RL,4.394449154672439,9.428350771178645,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,"(6.0, 7.0]","(0.999, 5.0]",2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.153291594497779,Gd,TA,PConc,Gd,TA,No,GLQ,5.8916442118257715,Unf,0.0,602,963,GasA,Ex,Y,SBrkr,6.871091294610546,829,No Feature,7.491645473605133,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",Gd,"(6.0, 7.0]",Typ,"(-0.001, 1.0]",TA,Attchd,2001.0,RFn,2,564,TA,TA,Y,0.0,4.574710978503383,0.0,Has Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,5,2008,WD,Normal,12.352339472153524
20,RM,4.2626798770413155,9.44959346502346,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,"(0.999, 5.0]","(0.999, 5.0]",1956,1956,Gable,CompShg,BrkFace,BrkFace,,0.0,TA,TA,PConc,NoBasement,NoBasement,NoBasement,NoBasement,0.0,NoBasement,0.0,0,0,GasA,Gd,Y,FuseA,6.78332520060396,0,No Feature,6.78332520060396,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]",TA,"(1.999, 5.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Detchd,1956.0,Unf,1,308,TA,TA,Y,0.0,3.828641396489095,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,12,2008,WD,Normal,11.48247656671073
80,RL,4.795790545596741,9.867704922396356,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,SLvl,"(5.0, 6.0]","(0.999, 5.0]",1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,5.991464547107982,TA,TA,CBlock,TA,TA,Gd,Rec,6.511745329644728,ALQ,6.53813982376767,0,1362,GasA,TA,Y,SBrkr,7.232010331664759,0,No Feature,7.232010331664759,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",TA,"(5.0, 6.0]",Typ,"(-0.001, 1.0]",TA,Attchd,1991.0,Unf,2,884,TA,TA,Y,0.0,0.0,5.53338948872752,No Feature,0.0,No Feature,NoPool,GdWo,NoFeature,No Feature,5,2009,WD,Normal,12.07824495582233
60,RL,4.248495242049359,9.16837188715368,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,"(7.0, 10.0]","(0.999, 5.0]",2007,2007,Gable,CompShg,CemntBd,CmentBd,Stone,5.602118820879701,Gd,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1482,1482,GasA,Ex,Y,SBrkr,7.301822342137932,1092,No Feature,7.853604813097837,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",Ex,"(8.0, 14.0]",Typ,"(-0.001, 1.0]",Gd,BuiltIn,2007.0,Fin,3,868,TA,TA,Y,0.0,5.003946305945459,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,11,2007,New,Partial,12.52815976788113
80,RL,4.48863636973214,9.044521887281242,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,"(5.0, 6.0]","(5.0, 7.0]",1977,1995,Gable,CompShg,HdBoard,Plywood,BrkFace,3.8501476017100584,TA,TA,CBlock,Gd,Gd,Av,ALQ,6.2285110035911835,Unf,0.0,0,506,GasA,TA,Y,SBrkr,7.10085190894405,0,No Feature,7.10085190894405,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",TA,"(5.0, 6.0]",Typ,"(-0.001, 1.0]",TA,Attchd,1978.0,Unf,2,492,TA,TA,Y,5.680172609017068,2.5649493574615367,0.0,No Feature,0.0,No Feature,NoPool,GdWo,NoFeature,No Feature,7,2006,WD,Normal,11.92504173829169
50,RM,3.9318256327243257,8.612685172875459,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,"(0.999, 5.0]","(5.0, 7.0]",1929,2001,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,5.459585514144159,ALQ,6.541029999189903,0,926,GasA,TA,Y,SBrkr,6.831953565565855,0,Has Feature,7.183111701743281,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",TA,"(5.0, 6.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Detchd,1974.0,Unf,2,484,TA,TA,Y,0.0,0.0,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,4,2010,WD,Normal,11.775297421715827
30,RM,3.4339872044851463,8.562740006372207,Pave,Grvl,IR3,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,"(0.999, 5.0]","(0.999, 5.0]",1925,2004,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,680,680,GasA,Gd,N,FuseP,6.639875833826536,0,No Feature,6.639875833826536,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]",TA,"(1.999, 5.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Detchd,1965.0,Unf,2,504,TA,TA,N,0.0,0.0,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,6,2008,WD,Normal,11.19822841866684
20,RL,4.3694478524670215,9.400216653174247,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,"(5.0, 6.0]","(5.0, 7.0]",1981,1981,Gable,CompShg,MetalSd,MetalSd,BrkFace,5.351858133476067,TA,Gd,CBlock,Gd,TA,No,GLQ,6.3784261836515865,LwQ,5.43372200355424,606,1422,GasA,TA,Y,SBrkr,7.260522598089852,0,No Feature,7.260522598089852,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",Gd,"(6.0, 7.0]",Typ,"(-0.001, 1.0]",TA,Attchd,1981.0,Fin,2,576,TA,TA,Y,5.6240175061873385,0.0,0.0,No Feature,0.0,No Feature,NoPool,GdPrv,NoFeature,No Feature,6,2008,WD,Normal,12.075400019877522
